Seed,Dataset,PearsonR_TrustAffinity,SpearmanR_TrustAffinity,RMSE_TrustAffinity,MAE_TrustAffinity,PearsonR_eMOSAIC,SpearmanR_eMOSAIC,RMSE_eMOSAIC,MAE_eMOSAIC
0,train,0.891059098374148,0.8743192282842218,0.6575484905506722,0.4966197882291286,0.8602740932687349,0.7280195317309754,0.39667281251946646,0.27672974996428573
