Seed,Dataset,PearsonR_TrustAffinity,SpearmanR_TrustAffinity,RMSE_TrustAffinity,MAE_TrustAffinity,PearsonR_eMOSAIC,SpearmanR_eMOSAIC,RMSE_eMOSAIC,MAE_eMOSAIC
42,train,0.8930183353560801,0.876301681617523,0.6527480585371412,0.4919868462289967,0.9222751884015248,0.9058660643286239,0.6038657174591788,0.4433917495293197
