Seed,Dataset,PearsonR_TrustAffinity,SpearmanR_TrustAffinity,RMSE_TrustAffinity,MAE_TrustAffinity,PearsonR_eMOSAIC,SpearmanR_eMOSAIC,RMSE_eMOSAIC,MAE_eMOSAIC
11,train,0.8881720694748276,0.8737349399615225,0.6582023042740669,0.49482674959384804,0.8928713993378119,0.8856871517492088,0.6536196187635099,0.49470464454930946
